date,price
2022-3-27,100.139667032545
2022-3-28,101.55725589358
2022-3-29,102.86505761417999
2022-3-30,102.82210306056
2022-3-31,102.84731304057784
2022-4-1,100.84836111004445
2022-4-2,100.96410461869803
2022-4-3,100.95505988269353
2022-4-4,100.9784312753198
2022-4-5,98.45745621860243
2022-4-6,98.44709545225747
2022-4-7,98.37568165605659
2022-4-8,98.44893117625466
2022-4-9,98.44574896837528
2022-4-10,98.42201484345739
2022-4-11,98.42422764128584
2022-4-12,95.26641412878118
2022-4-13,95.19185618576708
2022-4-14,95.19443157007478
2022-4-15,95.18769347106974
2022-4-16,95.19275591798885
2022-4-17,95.08561602067554
2022-4-18,95.18816186251891
2022-4-19,95.19336772050069
2022-4-20,95.19373084913315
2022-4-21,95.17876150287603
2022-4-22,95.19257140171739
2022-4-23,95.19077416255155
2022-4-24,95.19013846790793
2022-4-25,95.18486333812757
2022-4-26,95.12176911584346
2022-4-27,94.899361825051
2022-4-28,97.43247684332876
2022-4-29,98.937387676647
2022-4-30,95.83222583911675
2022-5-1,93.42158572846473
2022-5-2,95.42169013584149
2022-5-3,95.8800811334395
2022-5-4,93.7269165625975
2022-5-5,98.79320987281073
2022-5-6,90.7984594116715
2022-5-7,89.52028308868998
2022-5-8,88.18393711001748
2022-5-9,84.68648488893851
2022-5-10,74.89588763649175
2022-5-11,77.1269773500335
2022-5-12,71.70499029880624
2022-5-13,71.9820125731745
2022-5-14,72.6718586293625
2022-5-15,74.67720433641848
2022-5-16,77.655308860669
2022-5-17,74.12184594337198
2022-5-18,75.645919445476
2022-5-19,71.28868879047198
2022-5-20,73.92946893485696
2022-5-21,73.93608833512296
2022-5-22,73.9362484560072
2022-5-23,73.93603947373403
2022-5-24,73.91319381601113
2022-5-25,73.93465884455168
2022-5-26,73.93635175469649
2022-5-27,73.91253726326455
2022-5-28,73.93568262526233
2022-5-29,74.14711192117274
2022-5-30,75.21384734897512
2022-5-31,78.14476405436399
2022-6-1,78.13640425329
2022-6-2,78.108512206716
2022-6-3,78.090464411874
2022-6-4,78.14476405436399
2022-6-5,78.14234205592199
2022-6-6,78.14046696035399
2022-6-7,78.14476405436399
2022-6-8,78.13210715928
2022-6-9,78.14476405436399
2022-6-10,78.13937315460599
2022-6-11,78.14476405436399
2022-6-12,78.064838105778
2022-6-13,78.05530636997399
2022-6-14,77.90850201279599
2022-6-15,77.74154037826199
2022-6-16,81.9339140952486
2022-6-17,72.19177855653972
2022-6-18,72.45984648828595
2022-6-19,67.18904469728936
2022-6-20,72.84663369850865
2022-6-21,72.83834658668057
2022-6-22,73.35449211117414
2022-6-23,70.65227590986409
2022-6-24,74.60841824147133
2022-6-25,75.155600476082
2022-6-26,76.08617089661475
2022-6-27,74.43756785518953
2022-6-28,73.31095384119982
2022-6-29,71.80496076699909
2022-6-30,71.24413882014753
