date,price
2022-6-30,78.0136555192077
2022-6-29,78.14525850236973
2022-6-28,78.13951338807684
2022-6-27,78.15186192804586
2022-6-26,78.07460376605886
2022-6-25,78.20205692394806
2022-6-24,78.21631065432807
2022-6-23,78.21631065432807
2022-6-22,78.05753872624113
2022-6-21,78.13743499654348
2022-6-20,78.11300065689166
2022-6-19,78.18656613981507
2022-6-18,78.24367174217016
2022-6-17,78.24173545307616
2022-6-16,78.08422478328762
2022-6-15,78.2212961115946
2022-6-14,78.28145478754479
2022-6-13,78.16507247909705
2022-6-12,79.13797629410345
2022-6-11,79.17455674594733
2022-6-10,79.17832079883236
2022-6-9,79.1192473828497
2022-6-8,79.17760808946902
2022-6-7,79.16374760714649
2022-6-6,79.1042902292728
2022-6-5,79.1050436206292
2022-6-4,79.20526642573134
2022-6-3,79.16959725985458
2022-6-2,79.10768861735059
2022-6-1,79.19475029588932
2022-5-31,79.15012340428574
2022-5-30,79.11956085874013
2022-5-29,79.12053740351882
2022-5-28,99.87556181045998
2022-5-27,100.05121626402
2022-5-26,99.99059747196
2022-5-25,100.03251046515001
2022-5-24,99.85115424402
2022-5-23,99.98639616954
2022-5-22,100.04581458948
2022-5-21,100.05121626402
2022-5-20,100.05121626402
2022-5-19,100.05121626402
2022-5-18,99.98689632458999
2022-5-17,99.97789353369
2022-5-16,99.94918463382
2022-5-15,100.05121626402
2022-5-14,99.99179784408
2022-5-13,100.05121626402
2022-5-12,99.99469874337
2022-5-11,99.97959406086
2022-5-10,99.8399507709
2022-5-9,100.05121626402
2022-5-8,100.05121626402
2022-5-7,100.01780590668
2022-5-6,100.05121626402
2022-5-5,99.89766866366999
2022-5-4,99.98519579742
2022-5-3,99.94838438574
2022-5-2,99.74872248978
2022-5-1,99.58017023792999
2022-4-30,99.92167610607
2022-4-29,100.02440795333999
2022-4-28,100.05121626402
2022-4-27,99.78243294015
2022-4-26,100.05121626402
2022-4-25,99.93958165686
2022-4-24,100.03441105434
2022-4-23,100.01090376699
2022-4-22,100.04571455846998
2022-4-21,99.95678699058
2022-4-20,100.05121626402
2022-4-19,99.93107902100999
2022-4-18,99.97019114591998
2022-4-17,100.05121626402
2022-4-16,100.05121626402
2022-4-15,100.02280745718
2022-4-14,99.93337973423999
2022-4-13,99.96949092884999
2022-4-12,99.96859064976
2022-4-11,100.05121626402
2022-4-10,99.89016633792
2022-4-9,99.80944131285
2022-4-8,99.94958475786
2022-4-7,99.95518649441999
2022-4-6,100.05121626402
2022-4-5,99.95628683553
2022-4-4,100.05121626402
2022-4-3,99.93367982727
2022-4-2,99.82784701869
2022-4-1,99.8739613143
2022-3-31,99.86315796522
2022-3-30,99.92607747051
2022-3-29,99.92607747051
2022-3-28,99.83825024372999
2022-3-27,100.02590841848999
2022-3-26,99.77893185479999
2022-3-25,99.97149154905
2022-3-24,99.98139461903999
2022-3-23,99.91257328416
2022-3-22,99.91177303607999
2022-3-21,100.05121626402
